Country ID,Source Data,Country Name,Year,CPI
120,General,Cameroon,2016,113.85
328,General,Guyana,2018,113.82
144,General,Sri Lanka,2016,113.8
702,General,Singapore,2018,113.76
248,Food,Åland Islands,2017,113.7
428,General,Latvia,2018,113.66
48,General,Bahrain,2016,113.66
686,Food,Senegal,2016,113.64
748,Food,Eswatini,2015,113.57
184,Food,Cook Islands,2017,113.5
36,General,Australia,2016,113.48
660,Food,Anguilla,2018,113.41
44,General,Bahamas,2018,113.39
499,Food,Montenegro,2016,113.39
499,General,Montenegro,2017,113.36
246,Food,Finland,2017,113.33
784,General,United Arab Emirates,2017,113.3
440,Food,Lithuania,2015,113.3
834,Food,United Rep. of Tanzania,2017,113.29
203,General,Czechia,2018,113.28
524,Food,Nepal,2016,113.28
702,General,Singapore,2017,113.27
276,Food,Germany,2016,113.23
702,General,Singapore,2015,113.22
705,Food,Slovenia,2015,113.18
703,Food,Slovakia,2015,113.16
184,Food,Cook Islands,2016,113.16
442,General,Luxembourg,2018,113.11
248,Food,Åland Islands,2016,113.1
191,Food,Croatia,2018,113.1
152,General,Chile,2016,113.06
410,General,Republic of Korea,2017,113.05
204,Food,Benin,2015,113.03
702,Food,Singapore,2015,112.94
528,General,Netherlands,2018,112.93
384,General,Côte dIvoire,2018,112.92
466,Food,Mali,2015,112.91
724,Food,Spain,2018,112.91
56,Food,Belgium,2016,112.9
32,General,Argentina,2017,112.89
585,Food,Palau,2016,112.87
120,General,Cameroon,2015,112.87
368,Food,Iraq,2015,112.83
8,General,Albania,2016,112.82
56,General,Belgium,2017,112.81
524,General,Nepal,2016,112.81
458,General,Malaysia,2015,112.8
776,General,Tonga,2016,112.71
316,General,Guam,2016,112.66
440,General,Lithuania,2017,112.64
702,General,Singapore,2016,112.62
531,General,Curaçao,2018,112.61
826,General,United Kingdom,2016,112.57
807,General,North Macedonia,2018,112.56
583,General,Micronesia (Fed. States of),2015,112.55
540,Food,New Caledonia,2016,112.52
204,Food,Benin,2016,112.51
248,General,Åland Islands,2018,112.5
533,Food,Aruba,2017,112.5
262,General,Djibouti,2015,112.48
578,General,Norway,2016,112.48
764,General,Thailand,2018,112.47
100,Food,Bulgaria,2015,112.47
204,Food,Benin,2017,112.46
384,General,Côte dIvoire,2017,112.45
28,General,Antigua and Barbuda,2017,112.45
642,General,Romania,2016,112.44
380,Food,Italy,2018,112.44
554,General,New Zealand,2018,112.42
630,Food,Puerto Rico,2017,112.42
840,General,United States of America,2017,112.41
512,General,Oman,2017,112.39
328,General,Guyana,2017,112.37
703,General,Slovakia,2018,112.33
660,Food,Anguilla,2017,112.31
276,Food,Germany,2015,112.3
608,Food,Philippines,2016,112.3
208,Food,Denmark,2018,112.28
496,General,Mongolia,2018,112.26
20,Food,Andorra,2017,112.26
840,Food,United States of America,2015,112.24
208,Food,Denmark,2017,112.23
528,Food,Netherlands,2018,112.21
100,Food,Bulgaria,2016,112.21
442,Food,Luxembourg,2016,112.17
466,Food,Mali,2017,112.05
36,General,Australia,2015,112.04
191,Food,Croatia,2017,112.0
124,General,Canada,2017,111.98
630,Food,Puerto Rico,2016,111.95
533,Food,Aruba,2015,111.94
384,Food,Côte dIvoire,2015,111.89
428,Food,Latvia,2016,111.89
678,Food,Sao Tome and Principe,2017,111.88
826,General,United Kingdom,2015,111.87
826,Food,United Kingdom,2018,111.84
348,General,Hungary,2016,111.82
598,Food,Papua New Guinea,2016,111.78
533,Food,Aruba,2016,111.76
184,Food,Cook Islands,2015,111.74
474,Food,Martinique,2016,111.73
40,General,Austria,2016,111.7
478,Food,Mauritania,2018,111.69
384,General,Côte dIvoire,2016,111.69
32,Food,Argentina,2017,111.68
624,General,Guinea-Bissau,2017,111.65
233,General,Estonia,2016,111.64
882,General,Samoa,2017,111.62
470,General,Malta,2018,111.62
548,Food,Vanuatu,2016,111.62
807,Food,North Macedonia,2015,111.58
504,Food,Morocco,2018,111.58
184,General,Cook Islands,2015,111.57
616,General,Poland,2018,111.54
670,Food,Saint Vincent & Grenadines,2017,111.53
608,General,Philippines,2017,111.5
442,General,Luxembourg,2017,111.48
233,General,Estonia,2015,111.47
674,General,San Marino,2018,111.42
8,General,Albania,2015,111.4
276,General,Germany,2018,111.38
348,General,Hungary,2015,111.37
752,Food,Sweden,2017,111.37
660,Food,Anguilla,2015,111.36
662,General,Saint Lucia,2015,111.36
528,Food,Netherlands,2017,111.34
266,General,Gabon,2016,111.3
764,General,Thailand,2017,111.29
184,General,Cook Islands,2018,111.29
768,General,Togo,2016,111.27
184,General,Cook Islands,2016,111.26
400,Food,Jordan,2016,111.24
578,Food,Norway,2017,111.19
246,General,Finland,2018,111.19
578,Food,Norway,2016,111.18
184,General,Cook Islands,2017,111.17
212,Food,Dominica,2017,111.15
222,General,El Salvador,2018,111.14
784,General,United Arab Emirates,2016,111.12
248,General,Åland Islands,2017,111.1
630,Food,Puerto Rico,2015,111.08
724,Food,Spain,2017,111.08
380,Food,Italy,2017,111.08
807,Food,North Macedonia,2018,111.06
660,Food,Anguilla,2016,111.05
840,Food,United States of America,2018,111.04
528,General,Netherlands,2017,111.03
499,General,Montenegro,2015,111.03
275,General,State of Palestine,2015,110.99
275,General,State of Palestine,2017,110.98
100,General,Bulgaria,2018,110.97
120,Food,Cameroon,2017,110.96
120,Food,Cameroon,2016,110.93
686,Food,Senegal,2015,110.93
212,Food,Dominica,2016,110.92
807,General,North Macedonia,2017,110.92
212,Food,Dominica,2015,110.91
410,General,Republic of Korea,2016,110.89
384,General,Côte dIvoire,2015,110.88
44,General,Bahamas,2017,110.88
203,General,Czechia,2017,110.88
428,General,Latvia,2017,110.85
512,Food,Oman,2015,110.82
400,Food,Jordan,2017,110.78
56,General,Belgium,2016,110.77
275,General,State of Palestine,2018,110.77
840,Food,United States of America,2016,110.76
275,General,State of Palestine,2016,110.75
499,General,Montenegro,2016,110.72
504,General,Morocco,2018,110.72
144,Food,Sri Lanka,2015,110.7
428,Food,Latvia,2015,110.69
40,General,Austria,2015,110.68
392,Food,Japan,2018,110.67
554,General,New Zealand,2017,110.65
512,General,Oman,2016,110.62
540,Food,New Caledonia,2015,110.58
48,General,Bahrain,2015,110.56
392,Food,Japan,2017,110.56
764,General,Thailand,2016,110.56
308,Food,Grenada,2015,110.55
840,Food,United States of America,2017,110.54
312,Food,Guadeloupe,2016,110.54
504,Food,Morocco,2017,110.54
504,Food,Morocco,2016,110.53
608,Food,Philippines,2015,110.5
442,Food,Luxembourg,2015,110.48
56,Food,Belgium,2015,110.43
768,General,Togo,2017,110.38
764,General,Thailand,2015,110.35
470,General,Malta,2017,110.34
28,General,Antigua and Barbuda,2015,110.32
768,General,Togo,2015,110.31
466,General,Mali,2015,110.31
474,Food,Martinique,2015,110.29
36,Food,Australia,2018,110.28
328,General,Guyana,2016,110.27
616,Food,Poland,2016,110.26
620,General,Portugal,2018,110.25
466,General,Mali,2017,110.23
124,General,Canada,2016,110.22
724,General,Spain,2018,110.19
624,General,Guinea-Bissau,2016,110.15
854,General,Burkina Faso,2018,110.14
496,Food,Mongolia,2018,110.13
807,Food,North Macedonia,2017,110.13
662,General,Saint Lucia,2018,110.13
512,Food,Oman,2017,110.12
204,General,Benin,2018,110.08
562,General,Niger,2017,110.08
840,General,United States of America,2016,110.07
620,Food,Portugal,2018,110.02
246,General,Finland,2017,110.0
703,Food,Slovakia,2016,110.0
222,General,El Salvador,2017,109.95
380,General,Italy,2018,109.92
768,Food,Togo,2016,109.92
540,General,New Caledonia,2018,109.87
776,General,Tonga,2015,109.87
807,Food,North Macedonia,2016,109.86
410,General,Republic of Korea,2015,109.83
826,Food,United Kingdom,2015,109.82
204,General,Benin,2015,109.81
28,General,Antigua and Barbuda,2016,109.78
531,General,Curaçao,2017,109.77
882,General,Samoa,2016,109.75
120,Food,Cameroon,2015,109.75
364,Food,Iran (Islamic Republic of),2017,109.74
250,Food,France,2018,109.74
724,Food,Spain,2016,109.73
807,General,North Macedonia,2015,109.7
616,General,Poland,2017,109.64
44,General,Bahamas,2015,109.6
703,General,Slovakia,2017,109.59
826,Food,United Kingdom,2017,109.52
512,Food,Oman,2016,109.52
528,General,Netherlands,2016,109.52
442,General,Luxembourg,2016,109.52
208,General,Denmark,2018,109.52
670,Food,Saint Vincent & Grenadines,2015,109.5
144,General,Sri Lanka,2015,109.5
674,General,San Marino,2017,109.49
807,General,North Macedonia,2016,109.44
512,General,Oman,2015,109.41
328,General,Guyana,2015,109.36
784,General,United Arab Emirates,2015,109.35
191,Food,Croatia,2015,109.34
132,General,Cabo Verde,2018,109.29
276,General,Germany,2017,109.28
705,General,Slovenia,2018,109.27
528,General,Netherlands,2015,109.25
312,Food,Guadeloupe,2015,109.25
466,Food,Mali,2016,109.24
36,Food,Australia,2017,109.22
44,General,Bahamas,2016,109.22
620,Food,Portugal,2017,109.21
442,General,Luxembourg,2015,109.2
246,General,Finland,2016,109.18
208,Food,Denmark,2016,109.17
620,General,Portugal,2017,109.17
248,General,Åland Islands,2016,109.17
548,Food,Vanuatu,2015,109.16
20,Food,Andorra,2016,109.12
616,Food,Poland,2015,109.06
208,Food,Denmark,2015,109.06
376,Food,Israel,2018,109.06
752,Food,Sweden,2016,109.04
380,Food,Italy,2016,109.03
266,General,Gabon,2015,109.0
132,Food,Cabo Verde,2015,108.99
191,General,Croatia,2018,108.97
204,General,Benin,2017,108.97
152,General,Chile,2015,108.94
500,General,Montserrat,2017,108.9
204,General,Benin,2016,108.88
250,General,France,2018,108.87
470,General,Malta,2016,108.86
686,General,Senegal,2017,108.86
222,General,El Salvador,2016,108.84
670,Food,Saint Vincent & Grenadines,2016,108.84
191,Food,Croatia,2016,108.82
380,Food,Italy,2015,108.82
376,Food,Israel,2015,108.82
246,General,Finland,2015,108.79
504,General,Morocco,2017,108.77
634,General,Qatar,2018,108.77
703,General,Slovakia,2015,108.74
840,General,United States of America,2015,108.7
380,General,Italy,2017,108.68
124,General,Canada,2015,108.67
554,General,New Zealand,2016,108.64
208,General,Denmark,2017,108.63
308,Food,Grenada,2017,108.63
132,General,Cabo Verde,2015,108.63
56,General,Belgium,2015,108.63
578,General,Norway,2015,108.62
440,General,Lithuania,2016,108.6
132,Food,Cabo Verde,2018,108.59
248,General,Åland Islands,2015,108.57
752,General,Sweden,2018,108.56
634,General,Qatar,2017,108.48
36,Food,Australia,2016,108.45
528,Food,Netherlands,2016,108.45
624,General,Guinea-Bissau,2015,108.44
578,Food,Norway,2015,108.41
608,General,Philippines,2016,108.4
724,General,Spain,2017,108.38
392,Food,Japan,2016,108.35
882,General,Samoa,2015,108.35
674,General,San Marino,2016,108.35
466,General,Mali,2016,108.32
132,Food,Cabo Verde,2016,108.31
203,General,Czechia,2016,108.23
724,Food,Spain,2015,108.22
20,Food,Andorra,2015,108.22
222,General,El Salvador,2015,108.19
703,General,Slovakia,2016,108.17
470,General,Malta,2015,108.16
854,General,Burkina Faso,2017,108.12
616,General,Poland,2015,108.12
132,Food,Cabo Verde,2017,108.1
531,General,Curaçao,2015,108.08
531,General,Curaçao,2016,108.06
548,General,Vanuatu,2016,108.05
662,General,Saint Lucia,2017,108.04
634,General,Qatar,2016,108.03
854,General,Burkina Faso,2015,108.0
478,General,Mauritania,2018,107.97
308,Food,Grenada,2016,107.97
376,Food,Israel,2017,107.96
504,General,Morocco,2016,107.95
554,General,New Zealand,2015,107.94
100,General,Bulgaria,2017,107.94
662,General,Saint Lucia,2016,107.93
132,General,Cabo Verde,2017,107.93
752,Food,Sweden,2015,107.9
500,General,Montserrat,2015,107.88
275,Food,State of Palestine,2015,107.82
376,Food,Israel,2016,107.77
854,General,Burkina Faso,2016,107.73
674,General,San Marino,2015,107.73
428,General,Latvia,2016,107.7
620,General,Portugal,2016,107.69
554,Food,New Zealand,2017,107.65
500,General,Montserrat,2016,107.63
440,General,Lithuania,2015,107.62
428,General,Latvia,2015,107.58
36,Food,Australia,2015,107.57
616,General,Poland,2016,107.57
620,Food,Portugal,2016,107.57
203,General,Czechia,2015,107.54
554,Food,New Zealand,2018,107.53
562,General,Niger,2016,107.52
380,General,Italy,2015,107.47
504,Food,Morocco,2015,107.45
528,Food,Netherlands,2015,107.43
276,General,Germany,2016,107.41
705,General,Slovenia,2017,107.4
208,General,Denmark,2016,107.4
191,General,Croatia,2017,107.37
380,General,Italy,2016,107.37
191,General,Croatia,2015,107.36
562,General,Niger,2015,107.33
250,Food,France,2017,107.31
826,Food,United Kingdom,2016,107.22
478,Food,Mauritania,2017,107.2
376,General,Israel,2018,107.19
670,General,Saint Vincent & Grenadines,2017,107.17
548,General,Vanuatu,2015,107.14
208,General,Denmark,2015,107.13
132,General,Cabo Verde,2016,107.1
620,General,Portugal,2015,107.04
620,Food,Portugal,2015,107.04
608,General,Philippines,2015,107.0
540,General,New Caledonia,2016,106.96
276,General,Germany,2015,106.88
686,General,Senegal,2016,106.88
250,General,France,2017,106.76
630,General,Puerto Rico,2017,106.72
376,General,Israel,2015,106.66
100,General,Bulgaria,2015,106.61
308,General,Grenada,2017,106.57
768,Food,Togo,2015,106.56
392,Food,Japan,2015,106.55
4,Food,Afghanistan,2016,106.53
724,General,Spain,2015,106.51
752,General,Sweden,2017,106.48
44,Food,Bahamas,2015,106.47
598,Food,Papua New Guinea,2015,106.38
376,General,Israel,2017,106.35
540,General,New Caledonia,2015,106.34
316,General,Guam,2015,106.32
474,General,Martinique,2015,106.32
724,General,Spain,2016,106.3
250,Food,France,2016,106.26
504,General,Morocco,2015,106.23
716,General,Zimbabwe,2015,106.22
275,Food,State of Palestine,2016,106.2
364,General,Iran (Islamic Republic of),2017,106.19
191,General,Croatia,2016,106.15
312,General,Guadeloupe,2015,106.15
376,General,Israel,2016,106.08
474,General,Martinique,2016,106.06
312,General,Guadeloupe,2016,106.05
554,Food,New Zealand,2015,105.96
84,General,Belize,2018,105.96
705,General,Slovenia,2015,105.95
705,General,Slovenia,2016,105.89
660,General,Anguilla,2017,105.86
20,General,Andorra,2018,105.82
156,General,China,2018,105.78
250,General,France,2016,105.77
100,General,Bulgaria,2016,105.76
84,General,Belize,2017,105.68
250,Food,France,2015,105.67
659,General,Saint Kitts and Nevis,2017,105.66
659,General,Saint Kitts and Nevis,2015,105.66
626,Food,Timor-Leste,2015,105.65
533,General,Aruba,2018,105.64
308,General,Grenada,2016,105.61
372,General,Ireland,2018,105.59
250,General,France,2015,105.58
716,General,Zimbabwe,2017,105.51
20,General,Andorra,2017,105.49
768,Food,Togo,2017,105.4
686,General,Senegal,2015,105.33
554,Food,New Zealand,2016,105.29
300,Food,Greece,2018,105.28
634,General,Qatar,2015,105.23
630,General,Puerto Rico,2015,105.18
275,Food,State of Palestine,2017,105.17
372,General,Ireland,2017,105.08
670,General,Saint Vincent & Grenadines,2015,105.07
660,General,Anguilla,2015,105.05
136,General,Cayman Islands,2017,105.0
392,General,Japan,2018,104.98
678,Food,Sao Tome and Principe,2016,104.97
659,General,Saint Kitts and Nevis,2016,104.93
670,General,Saint Vincent & Grenadines,2016,104.92
156,Food,China,2018,104.88
300,Food,Greece,2017,104.87
630,General,Puerto Rico,2016,104.85
84,Food,Belize,2016,104.83
478,General,Mauritania,2017,104.8
300,Food,Greece,2015,104.76
84,Food,Belize,2015,104.76
372,General,Ireland,2015,104.74
372,General,Ireland,2016,104.74
752,General,Sweden,2016,104.62
156,Food,China,2016,104.57
716,General,Zimbabwe,2016,104.56
300,Food,Greece,2016,104.53
660,General,Anguilla,2016,104.51
84,General,Belize,2016,104.48
275,Food,State of Palestine,2018,104.43
524,Food,Nepal,2015,104.4
626,Food,Timor-Leste,2017,104.38
562,General,Niger,2018,104.13
704,Food,Viet Nam,2016,104.13
70,Food,Bosnia and Herzegovina,2015,104.07
478,Food,Mauritania,2016,104.0
392,General,Japan,2017,103.96
308,General,Grenada,2015,103.9
834,Food,United Rep. of Tanzania,2016,103.82
84,General,Belize,2015,103.79
70,General,Bosnia and Herzegovina,2017,103.75
524,General,Nepal,2015,103.69
70,General,Bosnia and Herzegovina,2015,103.68
84,Food,Belize,2017,103.65
196,Food,Cyprus,2018,103.62
156,General,China,2017,103.61
392,General,Japan,2015,103.6
716,Food,Zimbabwe,2015,103.6
752,General,Sweden,2015,103.59
642,Food,Romania,2018,103.59
136,General,Cayman Islands,2015,103.59
196,Food,Cyprus,2015,103.56
392,General,Japan,2016,103.48
626,Food,Timor-Leste,2016,103.46
533,General,Aruba,2015,103.4
20,General,Andorra,2015,103.26
196,Food,Cyprus,2016,103.17
84,Food,Belize,2018,103.11
212,General,Dominica,2017,103.06
156,Food,China,2017,103.04
704,Food,Viet Nam,2017,103.0
70,Food,Bosnia and Herzegovina,2016,102.94
136,General,Cayman Islands,2016,102.94
20,General,Andorra,2016,102.83
196,Food,Cyprus,2017,102.78
716,Food,Zimbabwe,2017,102.73
212,General,Dominica,2016,102.7
478,General,Mauritania,2016,102.6
70,General,Bosnia and Herzegovina,2016,102.55
533,General,Aruba,2016,102.49
212,General,Dominica,2015,102.46
662,Food,Saint Lucia,2015,102.38
196,General,Cyprus,2018,102.28
562,Food,Niger,2018,102.24
152,Food,Chile,2010,102.2
659,Food,Saint Kitts and Nevis,2015,102.18
156,General,China,2016,102.0
533,General,Aruba,2017,101.99
196,General,Cyprus,2015,101.73
300,General,Greece,2018,101.69
152,General,Chile,2010,101.41
662,Food,Saint Lucia,2018,101.2
392,General,Japan,1995,101.12
634,Food,Qatar,2017,101.11
634,Food,Qatar,2015,101.08
300,General,Greece,2017,101.06
634,Food,Qatar,2018,101.06
4,Food,Afghanistan,2015,100.82
196,General,Cyprus,2017,100.81
300,General,Greece,2015,100.77
96,Food,Brunei Darussalam,2015,100.7
392,General,Japan,2005,100.41
196,General,Cyprus,2016,100.27
716,Food,Zimbabwe,2016,100.23
578,General,Norway,2010,100.04
368,Food,Iraq,2010,100.03
96,Food,Brunei Darussalam,2017,100.02
96,General,Brunei Darussalam,2015,100.01
400,Food,Jordan,2010,100.01
376,General,Israel,2010,100.01
504,Food,Morocco,2010,100.01
4,General,Afghanistan,2010,100.0
4,Food,Afghanistan,2010,100.0
248,General,Åland Islands,2010,100.0
248,Food,Åland Islands,2010,100.0
8,General,Albania,2010,100.0
8,Food,Albania,2010,100.0
12,General,Algeria,2010,100.0
12,Food,Algeria,2010,100.0
20,General,Andorra,2010,100.0
20,Food,Andorra,2010,100.0
24,General,Angola,2010,100.0
24,Food,Angola,2010,100.0
660,General,Anguilla,2010,100.0
660,Food,Anguilla,2010,100.0
28,General,Antigua and Barbuda,2010,100.0
51,General,Armenia,2010,100.0
51,Food,Armenia,2010,100.0
533,General,Aruba,2010,100.0
533,Food,Aruba,2010,100.0
36,General,Australia,2010,100.0
36,Food,Australia,2010,100.0
40,General,Austria,2010,100.0
40,Food,Austria,2010,100.0
31,General,Azerbaijan,2010,100.0
31,Food,Azerbaijan,2010,100.0
44,General,Bahamas,2010,100.0
48,General,Bahrain,2010,100.0
48,Food,Bahrain,2010,100.0
50,General,Bangladesh,2010,100.0
112,General,Belarus,2010,100.0
112,Food,Belarus,2010,100.0
56,General,Belgium,2010,100.0
56,Food,Belgium,2010,100.0
84,General,Belize,2010,100.0
84,Food,Belize,2010,100.0
204,General,Benin,2010,100.0
204,Food,Benin,2010,100.0
64,General,Bhutan,2010,100.0
68,General,Bolivia (Plurin. State of),2010,100.0
68,Food,Bolivia (Plurin. State of),2010,100.0
70,General,Bosnia and Herzegovina,2010,100.0
70,Food,Bosnia and Herzegovina,2010,100.0
72,General,Botswana,2010,100.0
72,Food,Botswana,2010,100.0
76,General,Brazil,2010,100.0
76,Food,Brazil,2010,100.0
96,General,Brunei Darussalam,2010,100.0
96,Food,Brunei Darussalam,2010,100.0
100,General,Bulgaria,2010,100.0
100,Food,Bulgaria,2010,100.0
854,General,Burkina Faso,2010,100.0
108,General,Burundi,2010,100.0
108,Food,Burundi,2010,100.0
132,General,Cabo Verde,2010,100.0
132,Food,Cabo Verde,2010,100.0
116,General,Cambodia,2010,100.0
120,General,Cameroon,2010,100.0
124,General,Canada,2010,100.0
124,Food,Canada,2010,100.0
136,General,Cayman Islands,2010,100.0
136,Food,Cayman Islands,2010,100.0
140,General,Central African Republic,2010,100.0
148,General,Chad,2010,100.0
156,General,China,2010,100.0
156,Food,China,2010,100.0
344,General,"China, Hong Kong SAR",2010,100.0
344,Food,"China, Hong Kong SAR",2010,100.0
446,General,"China, Macao SAR",2010,100.0
446,Food,"China, Macao SAR",2010,100.0
170,General,Colombia,2010,100.0
170,Food,Colombia,2010,100.0
174,General,Comoros,2010,100.0
174,Food,Comoros,2010,100.0
178,General,Congo,2010,100.0
184,General,Cook Islands,2010,100.0
184,Food,Cook Islands,2010,100.0
188,General,Costa Rica,2010,100.0
188,Food,Costa Rica,2010,100.0
384,General,Côte dIvoire,2010,100.0
384,Food,Côte dIvoire,2010,100.0
191,General,Croatia,2010,100.0
531,General,Curaçao,2010,100.0
531,Food,Curaçao,2010,100.0
196,General,Cyprus,2010,100.0
196,Food,Cyprus,2010,100.0
203,General,Czechia,2010,100.0
203,Food,Czechia,2010,100.0
180,General,Dem. Rep. of the Congo,2010,100.0
208,General,Denmark,2010,100.0
208,Food,Denmark,2010,100.0
262,General,Djibouti,2010,100.0
212,General,Dominica,2010,100.0
214,General,Dominican Republic,2010,100.0
214,Food,Dominican Republic,2010,100.0
218,General,Ecuador,2010,100.0
218,Food,Ecuador,2010,100.0
818,General,Egypt,2010,100.0
222,General,El Salvador,2010,100.0
226,General,Equatorial Guinea,2010,100.0
226,Food,Equatorial Guinea,2010,100.0
233,General,Estonia,2010,100.0
233,Food,Estonia,2010,100.0
748,General,Eswatini,2010,100.0
231,General,Ethiopia,2010,100.0
231,Food,Ethiopia,2010,100.0
242,General,Fiji,2010,100.0
242,Food,Fiji,2010,100.0
246,General,Finland,2010,100.0
246,Food,Finland,2010,100.0
250,General,France,2010,100.0
250,Food,France,2010,100.0
266,General,Gabon,2010,100.0
266,Food,Gabon,2010,100.0
270,General,Gambia,2010,100.0
268,General,Georgia,2010,100.0
268,Food,Georgia,2010,100.0
276,General,Germany,2010,100.0
276,Food,Germany,2010,100.0
288,General,Ghana,2010,100.0
300,General,Greece,2010,100.0
300,Food,Greece,2010,100.0
308,General,Grenada,2010,100.0
308,Food,Grenada,2010,100.0
312,General,Guadeloupe,2010,100.0
312,Food,Guadeloupe,2010,100.0
316,General,Guam,2010,100.0
316,Food,Guam,2010,100.0
320,General,Guatemala,2010,100.0
324,General,Guinea,2010,100.0
324,Food,Guinea,2010,100.0
624,General,Guinea-Bissau,2010,100.0
328,General,Guyana,2010,100.0
332,General,Haiti,2010,100.0
332,Food,Haiti,2010,100.0
340,General,Honduras,2010,100.0
340,Food,Honduras,2010,100.0
348,General,Hungary,2010,100.0
348,Food,Hungary,2010,100.0
352,General,Iceland,2010,100.0
352,Food,Iceland,2010,100.0
356,General,India,2010,100.0
360,General,Indonesia,2010,100.0
368,General,Iraq,2010,100.0
372,General,Ireland,2010,100.0
372,Food,Ireland,2010,100.0
380,General,Italy,2010,100.0
380,Food,Italy,2010,100.0
388,General,Jamaica,2010,100.0
388,Food,Jamaica,2010,100.0
392,General,Japan,2010,100.0
392,Food,Japan,2010,100.0
400,General,Jordan,2010,100.0
398,General,Kazakhstan,2010,100.0
398,Food,Kazakhstan,2010,100.0
404,General,Kenya,2010,100.0
404,Food,Kenya,2010,100.0
296,General,Kiribati,2010,100.0
296,Food,Kiribati,2010,100.0
414,General,Kuwait,2010,100.0
414,Food,Kuwait,2010,100.0
417,General,Kyrgyzstan,2010,100.0
417,Food,Kyrgyzstan,2010,100.0
418,General,Lao People's Dem. Rep.,2010,100.0
418,Food,Lao People's Dem. Rep.,2010,100.0
428,General,Latvia,2010,100.0
428,Food,Latvia,2010,100.0
422,General,Lebanon,2010,100.0
422,Food,Lebanon,2010,100.0
426,General,Lesotho,2010,100.0
426,Food,Lesotho,2010,100.0
430,General,Liberia,2010,100.0
430,Food,Liberia,2010,100.0
434,General,Libya,2010,100.0
440,General,Lithuania,2010,100.0
440,Food,Lithuania,2010,100.0
442,General,Luxembourg,2010,100.0
442,Food,Luxembourg,2010,100.0
450,General,Madagascar,2010,100.0
454,General,Malawi,2010,100.0
458,General,Malaysia,2010,100.0
458,Food,Malaysia,2010,100.0
462,General,Maldives,2010,100.0
462,Food,Maldives,2010,100.0
466,General,Mali,2010,100.0
466,Food,Mali,2010,100.0
470,General,Malta,2010,100.0
474,General,Martinique,2010,100.0
474,Food,Martinique,2010,100.0
478,General,Mauritania,2010,100.0
478,Food,Mauritania,2010,100.0
480,General,Mauritius,2010,100.0
480,Food,Mauritius,2010,100.0
484,General,Mexico,2010,100.0
484,Food,Mexico,2010,100.0
583,General,Micronesia (Fed. States of),2010,100.0
496,General,Mongolia,2010,100.0
496,Food,Mongolia,2010,100.0
499,General,Montenegro,2010,100.0
499,Food,Montenegro,2010,100.0
500,General,Montserrat,2010,100.0
508,General,Mozambique,2010,100.0
508,Food,Mozambique,2010,100.0
104,General,Myanmar,2010,100.0
516,General,Namibia,2010,100.0
516,Food,Namibia,2010,100.0
528,Food,Netherlands,2010,100.0
540,General,New Caledonia,2010,100.0
540,Food,New Caledonia,2010,100.0
554,General,New Zealand,2010,100.0
554,Food,New Zealand,2010,100.0
558,General,Nicaragua,2010,100.0
558,Food,Nicaragua,2010,100.0
562,General,Niger,2010,100.0
566,General,Nigeria,2010,100.0
566,Food,Nigeria,2010,100.0
807,General,North Macedonia,2010,100.0
807,Food,North Macedonia,2010,100.0
512,General,Oman,2010,100.0
512,Food,Oman,2010,100.0
586,General,Pakistan,2010,100.0
586,Food,Pakistan,2010,100.0
585,General,Palau,2010,100.0
585,Food,Palau,2010,100.0
591,General,Panama,2010,100.0
591,Food,Panama,2010,100.0
598,General,Papua New Guinea,2010,100.0
598,Food,Papua New Guinea,2010,100.0
600,General,Paraguay,2010,100.0
600,Food,Paraguay,2010,100.0
604,General,Peru,2010,100.0
608,General,Philippines,2005,100.0
608,Food,Philippines,2005,100.0
616,General,Poland,2010,100.0
616,Food,Poland,2010,100.0
620,General,Portugal,2010,100.0
620,Food,Portugal,2010,100.0
410,General,Republic of Korea,2010,100.0
410,Food,Republic of Korea,2010,100.0
498,General,Republic of Moldova,2010,100.0
498,Food,Republic of Moldova,2010,100.0
642,General,Romania,2010,100.0
643,General,Russian Federation,2010,100.0
643,Food,Russian Federation,2010,100.0
646,General,Rwanda,2010,100.0
646,Food,Rwanda,2010,100.0
659,General,Saint Kitts and Nevis,2010,100.0
659,Food,Saint Kitts and Nevis,2010,100.0
662,General,Saint Lucia,2010,100.0
662,Food,Saint Lucia,2010,100.0
670,General,Saint Vincent & Grenadines,2010,100.0
670,Food,Saint Vincent & Grenadines,2010,100.0
882,General,Samoa,2010,100.0
678,General,Sao Tome and Principe,2010,100.0
682,General,Saudi Arabia,2010,100.0
682,Food,Saudi Arabia,2010,100.0
686,General,Senegal,2010,100.0
686,Food,Senegal,2010,100.0
688,General,Serbia,2010,100.0
688,Food,Serbia,2010,100.0
690,General,Seychelles,2010,100.0
690,Food,Seychelles,2010,100.0
694,General,Sierra Leone,2010,100.0
694,Food,Sierra Leone,2010,100.0
702,General,Singapore,2010,100.0
702,Food,Singapore,2010,100.0
703,General,Slovakia,2010,100.0
703,Food,Slovakia,2010,100.0
705,General,Slovenia,2010,100.0
705,Food,Slovenia,2010,100.0
90,General,Solomon Islands,2010,100.0
710,General,South Africa,2010,100.0
710,Food,South Africa,2010,100.0
728,General,South Sudan,2010,100.0
728,Food,South Sudan,2010,100.0
724,General,Spain,2010,100.0
724,Food,Spain,2010,100.0
144,General,Sri Lanka,2010,100.0
144,Food,Sri Lanka,2010,100.0
275,General,State of Palestine,2010,100.0
